timestamp,power_watts
2026-03-12T13:54:59.669000,21.08
2026-03-12T13:54:59.769000,21.08
2026-03-12T13:54:59.870000,21.08
2026-03-12T13:54:59.970000,21.08
2026-03-12T13:55:00.070000,21.08
2026-03-12T13:55:00.170000,21.08
2026-03-12T13:55:00.271000,21.08
2026-03-12T13:55:00.371000,21.08
2026-03-12T13:55:00.471000,21.08
2026-03-12T13:55:00.571000,21.08
2026-03-12T13:55:00.672000,21.08
2026-03-12T13:55:00.772000,21.08
2026-03-12T13:55:00.872000,21.08
2026-03-12T13:55:00.972000,21.08
2026-03-12T13:55:01.072000,21.08
2026-03-12T13:55:01.172000,21.07
2026-03-12T13:55:01.273000,21.07
2026-03-12T13:55:01.373000,21.07
2026-03-12T13:55:01.473000,21.07
2026-03-12T13:55:01.573000,21.07
2026-03-12T13:55:01.673000,21.07
2026-03-12T13:55:01.773000,21.07
2026-03-12T13:55:01.874000,21.07
2026-03-12T13:55:01.974000,21.07
2026-03-12T13:55:02.074000,21.07
2026-03-12T13:55:02.174000,21.07
2026-03-12T13:55:02.274000,21.07
2026-03-12T13:55:02.375000,21.07
2026-03-12T13:55:02.475000,21.07
2026-03-12T13:55:02.575000,21.07
2026-03-12T13:55:02.675000,21.07
2026-03-12T13:55:02.775000,21.07
2026-03-12T13:55:02.875000,21.07
2026-03-12T13:55:02.976000,21.07
2026-03-12T13:55:03.076000,21.07
2026-03-12T13:55:03.176000,21.07
2026-03-12T13:55:03.276000,21.07
2026-03-12T13:55:03.376000,21.07
2026-03-12T13:55:03.476000,21.07
2026-03-12T13:55:03.577000,21.07
2026-03-12T13:55:03.677000,21.07
2026-03-12T13:55:03.777000,21.07
2026-03-12T13:55:03.877000,21.07
2026-03-12T13:55:03.977000,21.07
2026-03-12T13:55:04.077000,21.08
2026-03-12T13:55:04.178000,21.08
2026-03-12T13:55:04.278000,21.08
2026-03-12T13:55:04.378000,21.08
2026-03-12T13:55:04.478000,21.08
2026-03-12T13:55:04.578000,21.08
2026-03-12T13:55:04.678000,21.08
2026-03-12T13:55:04.779000,21.08
2026-03-12T13:55:04.879000,21.08
2026-03-12T13:55:04.979000,21.08
2026-03-12T13:55:05.079000,21.08
2026-03-12T13:55:05.179000,21.08
2026-03-12T13:55:05.280000,21.08
2026-03-12T13:55:05.380000,21.08
2026-03-12T13:55:05.480000,21.08
2026-03-12T13:55:05.580000,21.09
2026-03-12T13:55:05.680000,21.09
2026-03-12T13:55:05.780000,21.09
2026-03-12T13:55:05.881000,21.09
2026-03-12T13:55:05.981000,21.09
2026-03-12T13:55:06.081000,21.09
2026-03-12T13:55:06.181000,21.09
2026-03-12T13:55:06.281000,21.09
2026-03-12T13:55:06.382000,21.09
2026-03-12T13:55:06.482000,21.09
2026-03-12T13:55:06.582000,21.08
2026-03-12T13:55:06.682000,21.08
2026-03-12T13:55:06.782000,21.08
2026-03-12T13:55:06.882000,21.08
2026-03-12T13:55:06.983000,21.08
2026-03-12T13:55:07.083000,21.07
2026-03-12T13:55:07.183000,21.07
2026-03-12T13:55:07.283000,21.07
2026-03-12T13:55:07.383000,21.07
2026-03-12T13:55:07.484000,21.07
2026-03-12T13:55:07.584000,21.07
2026-03-12T13:55:07.684000,21.07
2026-03-12T13:55:07.784000,21.07
2026-03-12T13:55:07.884000,21.07
2026-03-12T13:55:07.984000,21.07
2026-03-12T13:55:08.085000,21.07
2026-03-12T13:55:08.185000,21.07
2026-03-12T13:55:08.285000,21.07
2026-03-12T13:55:08.385000,21.07
2026-03-12T13:55:08.485000,21.07
2026-03-12T13:55:08.586000,21.08
2026-03-12T13:55:08.686000,21.08
2026-03-12T13:55:08.786000,21.08
2026-03-12T13:55:08.886000,21.08
2026-03-12T13:55:08.986000,21.08
2026-03-12T13:55:09.086000,21.08
2026-03-12T13:55:09.187000,21.08
2026-03-12T13:55:09.287000,21.08
2026-03-12T13:55:09.387000,21.08
2026-03-12T13:55:09.487000,21.08
2026-03-12T13:55:09.587000,21.08
2026-03-12T13:55:09.687000,21.08
2026-03-12T13:55:09.787000,21.08
2026-03-12T13:55:09.888000,21.08
2026-03-12T13:55:09.988000,21.08
2026-03-12T13:55:10.088000,21.08
2026-03-12T13:55:10.188000,21.08
2026-03-12T13:55:10.288000,21.08
2026-03-12T13:55:10.388000,21.08
2026-03-12T13:55:10.489000,21.08
2026-03-12T13:55:10.589000,21.07
2026-03-12T13:55:10.689000,21.07
2026-03-12T13:55:10.789000,21.07
2026-03-12T13:55:10.889000,21.07
2026-03-12T13:55:10.989000,21.07
2026-03-12T13:55:11.089000,21.08
2026-03-12T13:55:11.190000,21.08
2026-03-12T13:55:11.290000,21.08
2026-03-12T13:55:11.390000,21.08
2026-03-12T13:55:11.490000,21.08
2026-03-12T13:55:11.590000,21.08
2026-03-12T13:55:11.691000,21.08
2026-03-12T13:55:11.791000,21.08
2026-03-12T13:55:11.891000,21.08
2026-03-12T13:55:11.991000,21.08
2026-03-12T13:55:12.091000,21.07
2026-03-12T13:55:12.191000,21.07
2026-03-12T13:55:12.291000,21.07
2026-03-12T13:55:12.392000,21.07
2026-03-12T13:55:12.492000,21.07
2026-03-12T13:55:12.592000,21.07
2026-03-12T13:55:12.692000,21.07
2026-03-12T13:55:12.792000,21.07
2026-03-12T13:55:12.893000,21.07
2026-03-12T13:55:12.993000,21.07
2026-03-12T13:55:13.093000,21.07
2026-03-12T13:55:13.193000,21.07
2026-03-12T13:55:13.293000,21.07
2026-03-12T13:55:13.393000,21.07
2026-03-12T13:55:13.494000,21.07
2026-03-12T13:55:13.594000,21.08
2026-03-12T13:55:13.694000,21.08
2026-03-12T13:55:13.794000,21.08
2026-03-12T13:55:13.894000,21.08
2026-03-12T13:55:13.995000,21.08
2026-03-12T13:55:14.095000,21.08
2026-03-12T13:55:14.195000,21.08
2026-03-12T13:55:14.295000,21.08
2026-03-12T13:55:14.395000,21.08
2026-03-12T13:55:14.495000,21.08
2026-03-12T13:55:14.595000,21.08
2026-03-12T13:55:14.696000,21.08
2026-03-12T13:55:14.796000,21.08
2026-03-12T13:55:14.896000,21.08
2026-03-12T13:55:14.996000,21.08
2026-03-12T13:55:15.096000,21.08
2026-03-12T13:55:15.197000,21.08
2026-03-12T13:55:15.297000,21.08
2026-03-12T13:55:15.397000,21.08
2026-03-12T13:55:15.497000,21.08
2026-03-12T13:55:15.597000,21.08
2026-03-12T13:55:15.697000,21.08
2026-03-12T13:55:15.797000,21.08
2026-03-12T13:55:15.898000,21.08
2026-03-12T13:55:15.998000,21.08
2026-03-12T13:55:16.098000,21.08
2026-03-12T13:55:16.198000,21.08
2026-03-12T13:55:16.298000,21.08
2026-03-12T13:55:16.398000,21.08
2026-03-12T13:55:16.499000,21.08
2026-03-12T13:55:16.599000,21.08
2026-03-12T13:55:16.699000,21.08
2026-03-12T13:55:16.799000,21.08
2026-03-12T13:55:16.899000,21.08
2026-03-12T13:55:17,21.08
2026-03-12T13:55:17.100000,21.09
2026-03-12T13:55:17.200000,21.09
2026-03-12T13:55:17.300000,21.09
2026-03-12T13:55:17.400000,21.09
2026-03-12T13:55:17.501000,21.09
2026-03-12T13:55:17.601000,21.09
2026-03-12T13:55:17.701000,21.09
2026-03-12T13:55:17.801000,21.09
2026-03-12T13:55:17.901000,21.09
2026-03-12T13:55:18.001000,21.09
2026-03-12T13:55:18.102000,21.09
2026-03-12T13:55:18.202000,21.09
2026-03-12T13:55:18.302000,21.09
2026-03-12T13:55:18.402000,21.09
2026-03-12T13:55:18.502000,21.09
2026-03-12T13:55:18.602000,21.09
2026-03-12T13:55:18.703000,21.09
2026-03-12T13:55:18.803000,21.09
2026-03-12T13:55:18.903000,21.09
2026-03-12T13:55:19.003000,21.09
2026-03-12T13:55:19.103000,21.09
2026-03-12T13:55:19.204000,21.09
2026-03-12T13:55:19.304000,21.09
2026-03-12T13:55:19.404000,21.09
2026-03-12T13:55:19.504000,21.09
2026-03-12T13:55:19.604000,21.08
2026-03-12T13:55:19.704000,21.08
2026-03-12T13:55:19.804000,21.08
2026-03-12T13:55:19.905000,21.08
2026-03-12T13:55:20.005000,21.08
2026-03-12T13:55:20.105000,21.07
2026-03-12T13:55:20.205000,21.07
2026-03-12T13:55:20.305000,21.07
2026-03-12T13:55:20.405000,21.07
2026-03-12T13:55:20.505000,21.07
2026-03-12T13:55:20.606000,21.08
2026-03-12T13:55:20.706000,21.08
2026-03-12T13:55:20.806000,21.08
2026-03-12T13:55:20.906000,21.08
2026-03-12T13:55:21.006000,21.08
2026-03-12T13:55:21.106000,21.08
2026-03-12T13:55:21.207000,21.08
2026-03-12T13:55:21.307000,21.08
2026-03-12T13:55:21.407000,21.08
2026-03-12T13:55:21.507000,21.08
2026-03-12T13:55:21.607000,21.09
2026-03-12T13:55:21.708000,21.09
2026-03-12T13:55:21.808000,21.09
2026-03-12T13:55:21.908000,21.09
2026-03-12T13:55:22.008000,21.09
2026-03-12T13:55:22.108000,21.09
2026-03-12T13:55:22.208000,21.09
2026-03-12T13:55:22.309000,21.09
2026-03-12T13:55:22.409000,21.09
2026-03-12T13:55:22.509000,21.09
2026-03-12T13:55:22.609000,21.09
2026-03-12T13:55:22.709000,21.09
2026-03-12T13:55:22.809000,21.09
2026-03-12T13:55:22.910000,21.09
2026-03-12T13:55:23.010000,21.09
2026-03-12T13:55:23.110000,21.09
2026-03-12T13:55:23.210000,21.09
2026-03-12T13:55:23.310000,21.09
2026-03-12T13:55:23.410000,21.09
2026-03-12T13:55:23.511000,21.09
2026-03-12T13:55:23.611000,21.09
2026-03-12T13:55:23.711000,21.09
2026-03-12T13:55:23.811000,21.09
2026-03-12T13:55:23.911000,21.09
2026-03-12T13:55:24.011000,21.09
2026-03-12T13:55:24.112000,21.09
2026-03-12T13:55:24.212000,21.09
2026-03-12T13:55:24.312000,21.09
2026-03-12T13:55:24.412000,21.09
2026-03-12T13:55:24.512000,21.09
2026-03-12T13:55:24.613000,21.09
2026-03-12T13:55:24.713000,21.09
2026-03-12T13:55:24.813000,21.09
2026-03-12T13:55:24.913000,21.09
2026-03-12T13:55:25.013000,21.09
2026-03-12T13:55:25.113000,21.08
2026-03-12T13:55:25.214000,21.08
2026-03-12T13:55:25.314000,21.08
2026-03-12T13:55:25.414000,21.08
2026-03-12T13:55:25.514000,21.08
2026-03-12T13:55:25.614000,21.09
2026-03-12T13:55:25.714000,21.09
2026-03-12T13:55:25.815000,21.09
2026-03-12T13:55:25.915000,21.09
2026-03-12T13:55:26.015000,21.09
2026-03-12T13:55:26.115000,21.08
2026-03-12T13:55:26.215000,21.08
2026-03-12T13:55:26.315000,21.08
2026-03-12T13:55:26.416000,21.08
2026-03-12T13:55:26.516000,21.08
2026-03-12T13:55:26.616000,21.08
2026-03-12T13:55:26.716000,21.08
2026-03-12T13:55:26.816000,21.08
2026-03-12T13:55:26.917000,21.08
2026-03-12T13:55:27.017000,21.08
2026-03-12T13:55:27.117000,21.09
2026-03-12T13:55:27.217000,21.09
2026-03-12T13:55:27.317000,21.09
2026-03-12T13:55:27.417000,21.09
2026-03-12T13:55:27.518000,21.09
2026-03-12T13:55:27.618000,21.09
2026-03-12T13:55:27.718000,21.09
2026-03-12T13:55:27.818000,21.09
2026-03-12T13:55:27.918000,21.09
2026-03-12T13:55:28.019000,21.09
2026-03-12T13:55:28.119000,21.08
2026-03-12T13:55:28.219000,21.08
2026-03-12T13:55:28.319000,21.08
2026-03-12T13:55:28.419000,21.08
2026-03-12T13:55:28.519000,21.08
2026-03-12T13:55:28.620000,21.08
2026-03-12T13:55:28.720000,21.08
2026-03-12T13:55:28.820000,21.08
2026-03-12T13:55:28.920000,21.08
2026-03-12T13:55:29.020000,21.08
2026-03-12T13:55:29.120000,21.08
2026-03-12T13:55:29.220000,21.08
2026-03-12T13:55:29.320000,21.08
2026-03-12T13:55:29.421000,21.08
2026-03-12T13:55:29.521000,21.08
2026-03-12T13:55:29.621000,21.08
2026-03-12T13:55:29.721000,21.08
2026-03-12T13:55:29.821000,21.08
2026-03-12T13:55:29.921000,21.08
2026-03-12T13:55:30.022000,21.08
2026-03-12T13:55:30.122000,21.08
2026-03-12T13:55:30.222000,21.08
2026-03-12T13:55:30.322000,21.08
2026-03-12T13:55:30.422000,21.08
2026-03-12T13:55:30.523000,21.08
2026-03-12T13:55:30.623000,21.08
2026-03-12T13:55:30.723000,21.08
2026-03-12T13:55:30.823000,21.08
2026-03-12T13:55:30.923000,21.08
2026-03-12T13:55:31.024000,21.08
2026-03-12T13:55:31.124000,21.08
2026-03-12T13:55:31.224000,21.08
2026-03-12T13:55:31.324000,21.08
2026-03-12T13:55:31.424000,21.08
2026-03-12T13:55:31.524000,21.08
2026-03-12T13:55:31.625000,21.08
2026-03-12T13:55:31.725000,21.08
2026-03-12T13:55:31.825000,21.08
2026-03-12T13:55:31.925000,21.08
2026-03-12T13:55:32.025000,21.08
2026-03-12T13:55:32.125000,21.09
2026-03-12T13:55:32.225000,21.09
2026-03-12T13:55:32.326000,21.09
2026-03-12T13:55:32.426000,21.09
2026-03-12T13:55:32.526000,21.09
2026-03-12T13:55:32.626000,21.09
2026-03-12T13:55:32.726000,21.09
2026-03-12T13:55:32.826000,21.09
2026-03-12T13:55:32.927000,21.09
2026-03-12T13:55:33.027000,21.09
2026-03-12T13:55:33.127000,21.1
2026-03-12T13:55:33.227000,21.1
2026-03-12T13:55:33.328000,21.1
2026-03-12T13:55:33.428000,21.1
2026-03-12T13:55:33.528000,21.1
2026-03-12T13:55:33.628000,21.1
2026-03-12T13:55:33.729000,21.1
2026-03-12T13:55:33.829000,21.1
2026-03-12T13:55:33.929000,21.1
2026-03-12T13:55:34.029000,21.1
2026-03-12T13:55:34.129000,21.09
2026-03-12T13:55:34.229000,21.09
2026-03-12T13:55:34.330000,21.09
2026-03-12T13:55:34.430000,21.09
2026-03-12T13:55:34.530000,21.09
2026-03-12T13:55:34.630000,21.09
2026-03-12T13:55:34.730000,21.09
2026-03-12T13:55:34.830000,21.09
2026-03-12T13:55:34.931000,21.09
2026-03-12T13:55:35.031000,21.09
2026-03-12T13:55:35.131000,21.08
2026-03-12T13:55:35.231000,21.08
2026-03-12T13:55:35.331000,21.08
2026-03-12T13:55:35.431000,21.08
2026-03-12T13:55:35.532000,21.08
2026-03-12T13:55:35.632000,21.08
2026-03-12T13:55:35.732000,21.08
2026-03-12T13:55:35.832000,21.08
2026-03-12T13:55:35.932000,21.08
2026-03-12T13:55:36.032000,21.08
2026-03-12T13:55:36.133000,21.09
2026-03-12T13:55:36.233000,21.09
2026-03-12T13:55:36.333000,21.09
2026-03-12T13:55:36.433000,21.09
2026-03-12T13:55:36.533000,21.09
2026-03-12T13:55:36.633000,21.1
2026-03-12T13:55:36.733000,21.1
2026-03-12T13:55:36.834000,21.1
2026-03-12T13:55:36.934000,21.1
2026-03-12T13:55:37.034000,21.1
2026-03-12T13:55:37.134000,21.1
2026-03-12T13:55:37.234000,21.1
2026-03-12T13:55:37.335000,21.1
2026-03-12T13:55:37.435000,21.1
2026-03-12T13:55:37.535000,21.1
2026-03-12T13:55:37.635000,21.09
2026-03-12T13:55:37.735000,21.09
2026-03-12T13:55:37.835000,21.09
2026-03-12T13:55:37.935000,21.09
2026-03-12T13:55:38.036000,21.09
2026-03-12T13:55:38.136000,21.09
2026-03-12T13:55:38.236000,21.09
2026-03-12T13:55:38.336000,21.09
2026-03-12T13:55:38.436000,21.09
2026-03-12T13:55:38.536000,21.09
2026-03-12T13:55:38.636000,21.1
2026-03-12T13:55:38.737000,21.1
2026-03-12T13:55:38.837000,21.1
2026-03-12T13:55:38.937000,21.1
2026-03-12T13:55:39.037000,21.1
2026-03-12T13:55:39.137000,21.1
2026-03-12T13:55:39.237000,21.1
2026-03-12T13:55:39.338000,21.1
2026-03-12T13:55:39.438000,21.1
2026-03-12T13:55:39.538000,21.1
2026-03-12T13:55:39.638000,21.09
2026-03-12T13:55:39.738000,21.09
2026-03-12T13:55:39.839000,21.09
2026-03-12T13:55:39.939000,21.09
2026-03-12T13:55:40.039000,21.09
2026-03-12T13:55:40.139000,21.08
2026-03-12T13:55:40.240000,21.08
2026-03-12T13:55:40.340000,21.08
2026-03-12T13:55:40.440000,21.08
2026-03-12T13:55:40.540000,21.08
2026-03-12T13:55:40.640000,21.08
2026-03-12T13:55:40.741000,21.08
2026-03-12T13:55:40.841000,21.08
2026-03-12T13:55:40.941000,21.08
2026-03-12T13:55:41.041000,21.08
2026-03-12T13:55:41.141000,21.1
2026-03-12T13:55:41.241000,21.1
2026-03-12T13:55:41.342000,21.1
2026-03-12T13:55:41.442000,21.1
2026-03-12T13:55:41.542000,21.1
2026-03-12T13:55:41.642000,21.1
2026-03-12T13:55:41.743000,21.1
2026-03-12T13:55:41.843000,21.1
2026-03-12T13:55:41.943000,21.1
2026-03-12T13:55:42.043000,21.1
2026-03-12T13:55:42.144000,21.09
2026-03-12T13:55:42.244000,21.09
2026-03-12T13:55:42.344000,21.09
2026-03-12T13:55:42.444000,21.09
2026-03-12T13:55:42.544000,21.09
2026-03-12T13:55:42.645000,21.09
2026-03-12T13:55:42.745000,21.09
2026-03-12T13:55:42.845000,21.09
2026-03-12T13:55:42.945000,21.09
2026-03-12T13:55:43.045000,21.09
2026-03-12T13:55:43.146000,21.08
2026-03-12T13:55:43.246000,21.08
2026-03-12T13:55:43.346000,21.08
2026-03-12T13:55:43.446000,21.08
2026-03-12T13:55:43.547000,21.08
2026-03-12T13:55:43.647000,21.08
2026-03-12T13:55:43.747000,21.08
2026-03-12T13:55:43.847000,21.08
2026-03-12T13:55:43.947000,21.08
2026-03-12T13:55:44.048000,21.08
2026-03-12T13:55:44.148000,21.08
2026-03-12T13:55:44.248000,21.08
2026-03-12T13:55:44.348000,21.08
2026-03-12T13:55:44.448000,21.08
2026-03-12T13:55:44.549000,21.08
2026-03-12T13:55:44.649000,21.08
2026-03-12T13:55:44.749000,21.08
2026-03-12T13:55:44.849000,21.08
2026-03-12T13:55:44.949000,21.08
2026-03-12T13:55:45.049000,21.08
2026-03-12T13:55:45.150000,21.08
2026-03-12T13:55:45.250000,21.08
2026-03-12T13:55:45.350000,21.08
2026-03-12T13:55:45.450000,21.08
2026-03-12T13:55:45.551000,21.08
2026-03-12T13:55:45.651000,21.08
2026-03-12T13:55:45.751000,21.08
2026-03-12T13:55:45.851000,21.08
2026-03-12T13:55:45.951000,21.08
2026-03-12T13:55:46.052000,21.08
2026-03-12T13:55:46.152000,21.08
2026-03-12T13:55:46.252000,21.08
2026-03-12T13:55:46.352000,21.08
2026-03-12T13:55:46.453000,21.08
2026-03-12T13:55:46.553000,21.08
2026-03-12T13:55:46.653000,21.08
2026-03-12T13:55:46.753000,21.08
2026-03-12T13:55:46.853000,21.08
2026-03-12T13:55:46.954000,21.08
2026-03-12T13:55:47.054000,21.08
2026-03-12T13:55:47.154000,21.08
2026-03-12T13:55:47.254000,21.08
2026-03-12T13:55:47.355000,21.08
2026-03-12T13:55:47.455000,21.08
2026-03-12T13:55:47.555000,21.08
2026-03-12T13:55:47.655000,21.08
2026-03-12T13:55:47.756000,21.08
2026-03-12T13:55:47.856000,21.08
2026-03-12T13:55:47.956000,21.08
2026-03-12T13:55:48.056000,21.08
2026-03-12T13:55:48.156000,21.08
2026-03-12T13:55:48.257000,21.08
2026-03-12T13:55:48.357000,21.08
2026-03-12T13:55:48.457000,21.08
2026-03-12T13:55:48.557000,21.08
2026-03-12T13:55:48.657000,21.07
2026-03-12T13:55:48.758000,21.07
2026-03-12T13:55:48.858000,21.07
2026-03-12T13:55:48.958000,21.07
2026-03-12T13:55:49.058000,21.07
2026-03-12T13:55:49.158000,21.07
2026-03-12T13:55:49.259000,21.07
2026-03-12T13:55:49.359000,21.07
2026-03-12T13:55:49.459000,21.07
2026-03-12T13:55:49.559000,21.07
2026-03-12T13:55:49.660000,21.06
2026-03-12T13:55:49.760000,21.06
2026-03-12T13:55:49.860000,21.06
2026-03-12T13:55:49.960000,21.06
2026-03-12T13:55:50.061000,21.06
2026-03-12T13:55:50.161000,21.05
2026-03-12T13:55:50.261000,21.05
2026-03-12T13:55:50.361000,21.05
2026-03-12T13:55:50.461000,21.05
2026-03-12T13:55:50.562000,21.05
2026-03-12T13:55:50.662000,21.06
2026-03-12T13:55:50.762000,21.06
2026-03-12T13:55:50.862000,21.06
2026-03-12T13:55:50.963000,21.06
2026-03-12T13:55:51.063000,21.06
2026-03-12T13:55:51.163000,21.06
2026-03-12T13:55:51.263000,21.06
2026-03-12T13:55:51.363000,21.06
2026-03-12T13:55:51.464000,21.06
2026-03-12T13:55:51.564000,21.06
2026-03-12T13:55:51.664000,21.06
2026-03-12T13:55:51.764000,21.06
2026-03-12T13:55:51.864000,21.06
2026-03-12T13:55:51.965000,21.06
2026-03-12T13:55:52.065000,21.06
2026-03-12T13:55:52.165000,21.06
2026-03-12T13:55:52.265000,21.06
2026-03-12T13:55:52.365000,21.06
2026-03-12T13:55:52.466000,21.06
2026-03-12T13:55:52.566000,21.06
2026-03-12T13:55:52.666000,21.06
2026-03-12T13:55:52.766000,21.06
2026-03-12T13:55:52.866000,21.06
2026-03-12T13:55:52.967000,21.06
2026-03-12T13:55:53.067000,21.06
2026-03-12T13:55:53.167000,21.05
2026-03-12T13:55:53.267000,21.05
2026-03-12T13:55:53.368000,21.05
2026-03-12T13:55:53.468000,21.05
2026-03-12T13:55:53.568000,21.05
2026-03-12T13:55:53.668000,21.06
2026-03-12T13:55:53.768000,21.06
2026-03-12T13:55:53.869000,21.06
2026-03-12T13:55:53.969000,21.06
2026-03-12T13:55:54.069000,21.06
2026-03-12T13:55:54.169000,21.07
2026-03-12T13:55:54.269000,21.07
2026-03-12T13:55:54.370000,21.07
2026-03-12T13:55:54.470000,21.07
2026-03-12T13:55:54.570000,21.07
2026-03-12T13:55:54.670000,21.06
2026-03-12T13:55:54.770000,21.06
2026-03-12T13:55:54.871000,21.06
2026-03-12T13:55:54.971000,21.06
2026-03-12T13:55:55.071000,21.06
2026-03-12T13:55:55.171000,21.06
2026-03-12T13:55:55.272000,21.06
2026-03-12T13:55:55.372000,21.06
2026-03-12T13:55:55.472000,21.06
2026-03-12T13:55:55.572000,21.06
2026-03-12T13:55:55.672000,21.06
2026-03-12T13:55:55.773000,21.06
2026-03-12T13:55:55.873000,21.06
2026-03-12T13:55:55.973000,21.06
2026-03-12T13:55:56.073000,21.06
2026-03-12T13:55:56.174000,21.06
2026-03-12T13:55:56.274000,21.06
2026-03-12T13:55:56.374000,21.06
2026-03-12T13:55:56.474000,21.06
2026-03-12T13:55:56.575000,21.06
2026-03-12T13:55:56.675000,21.07
2026-03-12T13:55:56.775000,21.07
2026-03-12T13:55:56.875000,21.07
2026-03-12T13:55:56.975000,21.07
2026-03-12T13:55:57.075000,21.07
2026-03-12T13:55:57.176000,21.06
2026-03-12T13:55:57.276000,21.06
2026-03-12T13:55:57.376000,21.06
2026-03-12T13:55:57.476000,21.06
2026-03-12T13:55:57.576000,21.06
2026-03-12T13:55:57.677000,21.06
2026-03-12T13:55:57.777000,21.06
2026-03-12T13:55:57.877000,21.06
2026-03-12T13:55:57.977000,21.06
2026-03-12T13:55:58.077000,21.06
2026-03-12T13:55:58.178000,21.06
2026-03-12T13:55:58.278000,21.06
2026-03-12T13:55:58.378000,21.06
2026-03-12T13:55:58.478000,21.06
2026-03-12T13:55:58.578000,21.06
2026-03-12T13:55:58.678000,21.06
2026-03-12T13:55:58.779000,21.06
2026-03-12T13:55:58.879000,21.06
2026-03-12T13:55:58.979000,21.06
2026-03-12T13:55:59.079000,21.06
2026-03-12T13:55:59.179000,21.06
2026-03-12T13:55:59.279000,21.06
2026-03-12T13:55:59.380000,21.06
2026-03-12T13:55:59.480000,21.06
2026-03-12T13:55:59.580000,21.06
2026-03-12T13:55:59.680000,21.06
2026-03-12T13:55:59.780000,21.06
2026-03-12T13:55:59.880000,21.06
2026-03-12T13:55:59.980000,21.06
2026-03-12T13:56:00.081000,21.07
2026-03-12T13:56:00.181000,21.07
2026-03-12T13:56:00.281000,21.07
2026-03-12T13:56:00.381000,21.07
2026-03-12T13:56:00.481000,21.07
2026-03-12T13:56:00.581000,21.07
2026-03-12T13:56:00.682000,21.07
2026-03-12T13:56:00.782000,21.07
2026-03-12T13:56:00.882000,21.07
2026-03-12T13:56:00.982000,21.07
2026-03-12T13:56:01.083000,21.06
2026-03-12T13:56:01.183000,21.06
2026-03-12T13:56:01.283000,21.06
2026-03-12T13:56:01.383000,21.06
2026-03-12T13:56:01.484000,21.06
2026-03-12T13:56:01.584000,21.05
2026-03-12T13:56:01.684000,21.05
2026-03-12T13:56:01.784000,21.05
2026-03-12T13:56:01.885000,21.05
2026-03-12T13:56:01.985000,21.05
2026-03-12T13:56:02.085000,21.06
2026-03-12T13:56:02.185000,21.06
2026-03-12T13:56:02.286000,21.06
2026-03-12T13:56:02.386000,21.06
2026-03-12T13:56:02.486000,21.06
2026-03-12T13:56:02.586000,21.06
2026-03-12T13:56:02.686000,21.06
2026-03-12T13:56:02.787000,21.06
2026-03-12T13:56:02.887000,21.06
2026-03-12T13:56:02.987000,21.06
2026-03-12T13:56:03.087000,21.05
2026-03-12T13:56:03.187000,21.05
2026-03-12T13:56:03.288000,21.05
2026-03-12T13:56:03.388000,21.05
2026-03-12T13:56:03.488000,21.05
2026-03-12T13:56:03.588000,21.06
2026-03-12T13:56:03.688000,21.06
2026-03-12T13:56:03.789000,21.06
2026-03-12T13:56:03.889000,21.06
2026-03-12T13:56:03.989000,21.06
2026-03-12T13:56:04.089000,21.06
2026-03-12T13:56:04.189000,21.06
2026-03-12T13:56:04.289000,21.06
2026-03-12T13:56:04.390000,21.06
2026-03-12T13:56:04.490000,21.06
2026-03-12T13:56:04.590000,21.06
2026-03-12T13:56:04.690000,21.06
